SMILES,96-Plate,96-Well,16h Raw R1,16h Raw R2,16h Raw Mean,Plate_IQM,16h Normalized,antibiotic_hits
CC1=C(O)C=CC(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C1,12-2,B09,0.97,0.985,0.9775,0.9910374999999998,0.986340072903397,0
OC1=C(O)C=CC(CCOC2C(O)C(OC3OC(C)C(O)C(O)C3O)C(OC(/C=C/C3=CC=C(O)C(O)=C3)=O)C(COC3OC(C)C(O)C(O)C3O)O2)=C1,12-2,B10,0.989,0.997,0.993,0.9910374999999998,1.0019802479724533,0
O=C(C1=CC=CC=C1)OC[C@]12[C@]3([H])[C@H](O)C[C@](C)(OC1=O)[C@@]2(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,12-2,B11,0.995,1.025,1.01,0.9910374999999998,1.0191339883707733,0
C[C@](CCC=C(C)C)([C@]1([H])[C@@]2([H])[C@H](O)C[C@@]3([H])[C@@](C)(CC[C@]4([H])[C@]3(C)CC[C@H](O[C@]3([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@]3([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C4(C)C)[C@]2(C)CC1)O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,12-2,C02,1.03,1.051,1.0405,0.9910374999999998,1.049909816732465,0
O=C[C@H]([C@@H]([C@@H](CO)O)O)O,12-2,C03,0.975,0.983,0.979,0.9910374999999998,0.9878536382326604,0
O=C(O[Na])/C=C/C1=CC=C(O)C(OC)=C1,12-2,C04,0.974,0.991,0.9824999999999999,0.9910374999999998,0.9913852906676086,0
O=C(O)/C=C/C1=CC=C(O)C(OC)=C1.[(E)],12-2,C05,0.957,0.959,0.958,0.9910374999999998,0.966663723622971,0
O=C1C2=C3C4=C(O)C(O)=C2C2=C(O)C(O)=C(O)C=C2C(=O)OC(C2OC(=O)C5=C(C6=C(C(=O)OC2C=O)C=C(O)C(O)=C6O)C(O)=C(O)C(O)=C5)C(O)COC(=O)C2=C(C5=C(O)C(O)=C(C3=C5C(=O)O4)O1)C(O)=C(O)C(O)=C2,12-2,C06,0.18,0.188,0.184,0.9910374999999998,0.18566401372299235,1
O=C(O)/C(C)=C\C[C@@]12C(=O)[C@@]3([H])C[C@@]([H])(C(C)(C)O1)[C@]21C(=C3)C(=O)C2=C(O1)C(CC=C(C)C)=C1C(=C2O)C=C[C@](CCC=C(C)C)(C)O1,12-2,C07,0.055,0.049,0.052000000000000005,0.9910374999999998,0.05247026474780219,1
"OC[C@@H]1[C@@H](O)[C@@](O2)([H])[C@@](N(C2=N3)C=CC3=N)([H])O1.[H]Cl
JjbwQ0byOjHpJ4gXWRYObRsaR41DaP==",12-2,C08,0.967,0.972,0.9695,0.9910374999999998,0.9782677244806581,0
OC1=CC=C2[C@]3([H])[C@@](O)(CC4=C3C=C(O)C(O)=C4)COC2=C1O,12-2,C09,1.041,1.049,1.045,0.9910374999999998,1.0544505127202555,0
[H][C@@]12C[C@@]3([H])C45C6C(C[C@]4([H])[C@@](OC(=O)C4=C(NC(C)=O)C=CC=C4)(CC[C@@H]5OC)CN6CC)[C@@](O)(C[C@@H]1OC)[C@@]3(O)[C@H]2OC,12-2,C10,0.986,1.008,0.997,0.9910374999999998,1.0060164221838228,0
O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@]1([H])O[C@H]1[C@]2([H])[C@H](C)O[C@@H](O)C[C@]2([H])C(C(OC)=O)=CO1,12-2,C11,0.993,1.02,1.0065,0.9910374999999998,1.015602335935825,0
O=C1CC(C2=CC=C(OC)C(O)=C2)OC2=CC(O)=CC(O)=C12,12-2,D02,1.048,1.055,1.0514999999999999,0.9910374999999998,1.0610092958137307,0
O=C([C@]12CC[C@@H](C(C)=C)[C@]1([H])[C@@]1([H])CC[C@@]3([H])[C@@](C)(CC[C@]4([H])[C@]3(C)CC[C@H](O[C@]3([H])OC[C@H](O)[C@H](O)[C@H]3O[C@]3([H])O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@]4(C)CO)[C@]1(C)CC2)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@]3([H])O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](CO)O2)O1,12-2,D03,0.992,1.0,0.996,0.9910374999999998,1.0050073786309803,0
CO[C@@H]1C23C4N(CC)C[C@@](COC)([C@@]2([H])[C@@H](OC)C4[C@]2(O)[C@]4([H])[C@@]3([H])C[C@@](O)([C@@H]4OC(C3=CC=CC=C3)=O)[C@@H](OC)[C@@H]2O)[C@H](O)C1,12-2,D04,1.01,1.031,1.0205,0.9910374999999998,1.0297289456756178,0
CO[C@@H]1C23[C@]4([H])C[C@@]5(O)[C@H](OC(C6=CC=CC=C6)=O)[C@]4([H])[C@](O)([C@@H](O)[C@@H]5OC)C4C2N(C)C[C@@](COC)([C@@]3([H])[C@H]4OC)[C@H](O)C1,12-2,D05,0.964,0.986,0.975,0.9910374999999998,0.983817464021291,0
O=C1C(O)=C(C2=CC=C(O)C=C2)OC2=C(O)C(O[C@H]3[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O3)=CC(O)=C12,12-2,D06,0.988,0.979,0.9835,0.9910374999999998,0.9923943342204511,0
O[C@H]1[C@]([H])(O[C@@H]2[C@@H](O)[C@@H](O)CO[C@]2(O[C@@H]2[C@@](C)(CO)[C@]3([H])CC[C@]4(C)[C@]([H])(CC=C5[C@@]4(C)CC[C@]4(C(O[C@@H]6O[C@H](CO[C@H]7[C@H](O)[C@@H](O)[C@H](O[C@@]8([H])[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O8)[C@@H](CO)O7)[C@@H](O)[C@H](O)[C@H]6O)=O)[C@@]5([H])CC(C)(C)CC4)[C@@]3(C)CC2)[H])O[C@@H](C)[C@H](O)[C@H]1O,12-2,D07,0.974,0.983,0.9784999999999999,0.9910374999999998,0.9873491164562391,0
O[C@@H]1[C@H](O)[C@@H](O)C(O[C@@H]2[C@](CO)(C)C3([H])CC[C@]4(C)C([H])(CC=C5C4(C)CC[C@]4(C(O[C@@H]6O[C@H](COC7[C@H](O)[C@@H](O)[C@H](O[C@]8([H])O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@@H](CO)O7)[C@@H](O)[C@H](O)[C@H]6O)=O)[C@@]5([H])CC(C)(C)CC4)[C@@]3(C)CC2)([H])OC1,12-2,D08,0.975,0.977,0.976,0.9910374999999998,0.9848265075741334,0
O[C@H]1[C@H](O)[C@@H](O)[C@H](OC2=CC(O)=C3C(=O)C(O[C@H]4[C@H](O)[C@H](O[C@@]5([H])[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5)[C@@H](O)[C@H](C)O4)=C(C4=CC=C(OC)C=C4)OC3=C2CC=C(C)C)O[C@@H]1CO,12-2,D09,1.018,1.04,1.029,0.9910374999999998,1.0383058158747778,0
C[C@@]12[C@@H](OC(C)=O)C(=O)[C@@]3([H])[C@](C)([C@]14O[C@@H]4C[C@H]2C1=COC=C1)[C@H](O)C[C@@]1([H])[C@@]2(C)[C@H](O)OC[C@]13[C@@H](O)C[C@H]2OC(C)=O,12-2,D10,0.992,1.0,0.996,0.9910374999999998,1.0050073786309803,0
OC1=C(O)C=CC(CC(C(O[Na])=O)O)=C1,12-2,D11,1.014,1.1,1.057,0.9910374999999998,1.0665590353543637,0
CO[C@@H]1C23[C@]4([H])C[C@@]5(O)[C@H](OC(C6=CC=CC=C6)=O)[C@]4([H])[C@](OC(C)=O)([C@@H](O)[C@@H]5OC)C4C2N(CC)C[C@@](COC)([C@@]3([H])[C@H]4OC)[C@H](OC(C)=O)C1,12-2,E02,0.991,1.099,1.045,0.9910374999999998,1.0544505127202555,0
O[C@@H]1C[C@H](OC)[C@@]23[C@]4([H])C[C@@]5(O)[C@H](O)[C@]4([H])[C@](O)([C@@H](O)[C@@H]5OC)[C@H]4[C@H](OC)[C@]2([H])[C@]1(COC)CN(CC)[C@@H]34,12-2,E03,0.978,0.993,0.9855,0.9910374999999998,0.9944124213261357,0
[C@H]1(C(=O)[O-])[N+](C)(C)CCC1,12-2,E04,0.972,0.996,0.984,0.9910374999999998,0.9928988559968721,0
C=CCS(SCC=C)=O,12-2,E05,0.959,0.985,0.972,0.9910374999999998,0.980790333362764,0
OC1=C(O)C=CC(C[C@H](C(O)=O)OC(/C=C/C2=CC=C(O)C3=C2C=C(C2=CC(O)=C(O)C=C2)O3)=O)=C1,12-2,E06,1.018,1.013,1.0154999999999998,0.9910374999999998,1.024683727911406,0
CC1(C)CC[C@]2(C(O)=O)CC[C@]3(C)C(=CC[C@@]4([H])[C@@]3(C)CC[C@]3([H])[C@]4(C)CC[C@H](O[C@]4([H])O[C@H](C(O)=O)[C@@H](O)[C@H](O[C@]5([H])OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)C3(C)C)[C@]2([H])C1,12-2,E07,0.9,0.98,0.94,0.9910374999999998,0.9485009396718087,0
CO[C@@H]1C23[C@@]4([H])[C@](COC)(CN(CC)C2C([C@]2(OC(C)=O)[C@]5([H])[C@@]3([H])C[C@](O)([C@@H](OC)C2)[C@@H]5OC(C2=CC=C(OC)C=C2)=O)[C@@H]4OC)[C@H](O)C1,12-2,E08,0.974,0.988,0.981,0.9910374999999998,0.9898717253383451,0
O=C1O/C(=C\CCC)C2=C1C=CC=C2,12-2,E09,0.998,1.036,1.017,0.9910374999999998,1.0261972932406696,0
OC1=C(OC)C=C([C@@H]2OC[C@]3([H])[C@@]2([H])CO[C@H]3C2=CC(OC)=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@]3([H])[C@H](O)[C@](CO)(O)CO3)C(OC)=C2)C=C1OC,12-2,E10,1.001,1.027,1.0139999999999998,0.9910374999999998,1.0231701625821426,0
O=C(CC(/C=C/C1=CC=C(O)C=C1)=O)/C=C/C2=CC=C(O)C=C2.[(E)].[(E)],12-2,E11,0.841,0.047,0.444,0.9910374999999998,0.4480153374620033,1
O=C1C=CC2=CC=C3O[C@H](C(C)(O)C)CC3=C2O1,12-2,F02,0.963,0.984,0.9735,0.9910374999999998,0.9823038986920275,0
OC1C(O)C(OC2=C3C(=O)C4=C(C=C(C(O)=O)C=C4O)C(C4C5=C(C(OC6C(O)C(O)C(O)C(CO)O6)=CC=C5)C(=O)C5=C4C=C(C(O)=O)C=C5O)C3=CC=C2)OC(CO)C1O,12-2,F03,1.043,1.057,1.0499999999999998,0.9910374999999998,1.059495730484467,0
OC1=CC=C2OC[C@]3([H])C4=CC5=C(OCO5)C=C4O[C@]3([H])C2=C1,12-2,F04,0.999,1.035,1.017,0.9910374999999998,1.0261972932406696,0
O=C1NC2=CC=CC=C2[C@]12[C@]1([H])[C@]3(C=C)[C@]4([H])C[C@H]2OC[C@@H]4[C@H]1N(C)C3,12-2,F05,0.956,0.982,0.969,0.9910374999999998,0.9777632027042369,0
O=C1O/C(C2=C1C=CCC2)=C\CCC.[(Z)],12-2,F06,0.984,1.012,0.998,0.9910374999999998,1.007025465736665,0
O[C@@H]1[C@@H](O)[C@H](C2=C(O)C=C(O)C3=C2OC(C2=CC=C(O)C(O)=C2)=CC3=O)O[C@H](CO)[C@H]1O,12-2,F07,0.945,0.96,0.9524999999999999,0.9910374999999998,0.9611139840823381,0
O[C@H]1[C@@H](O)[C@H](O)[C@@]([H])(O[C@H]2[C@H](C3=C(O)C=C(O)C4=C3OC(C3=CC=C(O)C(O)=C3)=CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@H]1CO,12-2,F08,0.96,0.963,0.9615,0.9910374999999998,0.9701953760579193,0
O=C1OC2([H])C3([H])[C@@]([H])(CC4([H])OC(=O)C3([H])C4)C3(C)C1(C2)O[C@@H](C1=COC=C1)C3,12-2,F09,0.971,0.991,0.981,0.9910374999999998,0.9898717253383451,0
O[C@H]1[C@H](O)[C@@H](OC(C)=O)[C@]([H])(O[C@@H]2C(C)(C)[C@]3([H])[C@@H](O[C@]4([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C[C@]4([H])[C@@]5(CC[C@@]6(C)[C@@]4(C)C[C@H](O)[C@@]6([C@]4(C)O[C@H](C(O)(C)C)CC4)[H])[C@@]3(C5)CC2)OC1,12-2,F10,1.019,1.039,1.029,0.9910374999999998,1.0383058158747778,0
O=C(C1=C(O)C=C(O[C@H]2[C@H](O[C@@]3([H])[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O3)[C@@H](O)[C@H](O)[C@@H](CO)O2)C=C1O)CCC1=CC=C(OC)C(O)=C1,12-2,F11,1.006,1.037,1.0215,0.9910374999999998,1.0307379892284603,0
O=C(O[C@@H](C(O)=O)[C@H](C(O)=O)OC(/C=C/C1=CC=C(O)C(O)=C1)=O)/C=C/C2=CC=C(O)C(O)=C2.[Rotation(-)],12-2,G02,0.991,0.999,0.995,0.9910374999999998,1.003998335078138,0
O[C@H]1CC[C@@]2(C)[C@@]([H])(CC[C@]3(C)[C@]2([H])CC=C2[C@@]3(C)CC[C@]3(C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=O)[C@@]2([H])[C@](C)(O)[C@H](C)CC3)[C@@]1(CO)C,12-2,G03,0.99,1.018,1.004,0.9910374999999998,1.013079727053719,0
OC1=C2C3=C(C(=O)OC[C@H]4O[C@@H](OC(C5=CC(O)=C(O)C(O)=C5)=O)[C@@H](O)[C@@H]([C@H]4O)OC(=O)C2=CC(O)=C1O)C=C(O)C(O)=C3O,12-2,G04,0.911,0.913,0.912,0.9910374999999998,0.920247720192223,0
O=C(C1=C(C)[N+]([O-])=C2C=CC=CC2=[N+]1[O-])NCCO,12-2,G05,0.953,0.965,0.959,0.9910374999999998,0.9676727671758134,0
O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](OC([C@@]2(C)[C@@]3([H])CC[C@]45CC(=C)[C@](O[C@]6([H])O[C@H](CO)[C@@H](O)[C@H](O[C@]7([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@]6([H])[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O6)(CC[C@@]4([H])[C@]3(C)CCC2)C5)=O)[C@@H]1O,12-2,G06,0.952,0.983,0.9675,0.9910374999999998,0.9762496373749734,0
O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](OC([C@@]2(C)[C@@]3([H])CC[C@]45CC(=C)[C@](O[C@]6([H])O[C@H](CO)[C@@H](O)[C@H](O[C@]7([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@]6([H])[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O6)(CC[C@@]4([H])[C@]3(C)CCC2)C5)=O)[C@@H]1O[C@@]1([H])[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1,12-2,G07,0.957,0.979,0.968,0.9910374999999998,0.9767541591513945,0
O=C1OC[C@@H]2O[C@@H](OC(C3=CC(O)=C(O)C(O)=C3)=O)[C@H]3OC(=O)C4=C5C6C(=CC(=O)C(O)(OC5=C(O)C(O)=C4)C6(O)O)C(=O)O[C@@H]2[C@H]3OC(=O)C2=CC(O)=C(O)C(O)=C2C2=C(O)C(O)=C(O)C=C12,12-2,G08,0.316,0.321,0.3185,0.9910374999999998,0.3213803715802884,1
O[C@@H]1C23[C@@]4([H])[C@](COC)(CN(CC)C2C([C@]2(O)[C@]5([H])[C@@]3([H])C[C@]([H])([C@@H](OC)C2)[C@@H]5O)[C@@H]4OC)CC1,12-2,G09,0.971,0.992,0.9815,0.9910374999999998,0.9903762471147664,0
OC1=CC=C(C[C@H]2N(C)CCC3=C2C=C(OC)C(OC)=C3)C=C1OC1=CC2=C(C=C1OC)CCN(C)[C@@H]2CC1=CC=C(O)C=C1,12-2,G10,1.031,1.062,1.0465,0.9910374999999998,1.055964078049519,0
[H][C@@]12[C@]3(C)CN(CC)C4C1([C@@H](OC)CC3)[C@@]1(O)C3[C@@]5(C4(OCO5)[C@H]2OC(C)=O)C[C@H](OC)[C@]([H])(C3([H])OC)C1,12-2,G11,1.008,1.028,1.018,0.9910374999999998,1.027206336793512,0
OC1=C(CC2=C(O)C(CC3=C(O)C(C)(C)C(O)=C(C(C)=O)C3=O)=C(O)C(C(CCC)=O)=C2O)C(O)=C(C(CCC)=O)C(O)=C1CC1=C(O)C(C)(C)C(O)=C(C(C)=O)C1=O,12-2,H02,0.08,0.046,0.063,0.9910374999999998,0.06356974382906803,1
O[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]2[C@@H](CO)O[C@@H](OC3=C4OC(C5=CC=C(O)C=C5)=CC(=O)C4=C(O)C=C3O)[C@H](O)[C@H]2O)O[C@@H]1CO,12-2,H03,0.966,0.973,0.9695,0.9910374999999998,0.9782677244806581,0
O=C1[C@](O)(CC)C2=C(CO1)C(=O)N1CC3=CC4=CC(OC)=CC=C4N=C3C1=C2,12-2,H04,0.971,0.993,0.982,0.9910374999999998,0.9908807688911875,0
O[C@H]1[C@H](C2=CC(O)=C(O)C(O)=C2)OC2=CC(O)=CC(O)=C2C1,12-2,H05,0.968,0.978,0.973,0.9910374999999998,0.9817993769156063,0
O=C(OCC)/C=C/C1=CC=C(OC)C=C1.[(E)],12-2,H06,1.047,1.043,1.045,0.9910374999999998,1.0544505127202555,0
C[C@@H]1CC[C@@]2(C(O[C@@H]3O[C@H](CO[C@H]4[C@H](O)[C@@H](O)[C@H](O[C@@]5([H])[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O5)[C@@H](CO)O4)[C@@H](O)[C@H](O)[C@H]3O)=O)[C@]([H])(C3=CC[C@]4([H])[C@@]5(C)C[C@@H](O)[C@H](O)[C@](CO)(C)[C@]5([H])CC[C@@]4(C)[C@]3(C)CC2)[C@H]1C,12-2,H07,0.934,0.973,0.9535,0.9910374999999998,0.9621230276351805,0
C[C@]12[C@]3([H])CC[C@H](O[C@@]4([H])[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO[C@H]5[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5)O4)C(C)(C)C3=CC[C@@]1([H])[C@@]1(C)[C@](C)(C[C@H]2O)[C@@]([H])([C@H](C)CC[C@H](C(C)(O)C)O[C@@H]2O[C@H](CO[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)[C@@H](O)[C@H](O)[C@H]2O[C@@]2([H])[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)CC1,12-2,H08,0.959,0.988,0.9735,0.9910374999999998,0.9823038986920275,0
O=C([C@]12CCC(C)(C)C[C@@]1([H])C1=CC[C@@]3([H])[C@@](C)(CC[C@]4([H])[C@]3(C)CC[C@H](O[C@]3([H])OC[C@H](O)[C@H](O)[C@H]3O[C@]3([H])O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@]4(C)CO)[C@]1(C)CC2)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)O1,12-2,H09,1.012,1.048,1.03,0.9910374999999998,1.0393148594276203,0
c1cc(O)ccc1/C=C/c1cc(O)cc(O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)c1,12-2,H10,0.988,1.012,1.0,0.9910374999999998,1.0090435528423498,0
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1OC,12-2,H11,0.997,1.027,1.012,0.9910374999999998,1.021152075476458,0
C[C@@]12[C@@H](C3=COC(=O)C=C3)[C@@H](O)[C@@H]3[C@@]1([C@@]1([H])[C@]([H])(CC2)[C@]2(C)[C@](O)(CC1)C[C@@H](O)CC2)O3,12-3,A02,0.998,1.018,1.008,0.9942375,1.01384226605816,0
O=C(C)OCC12C(OC(C)=O)C(OC(C)=O)C3C4(C)OC1(C(O)(C)C(C(OC(C1=COC=C1)=O)C2OC(C)=O)OC(=O)C(C)CCC1=C(C(=O)OC4)C=CC=N1)C3OC(C)=O,12-3,A03,1.041,1.048,1.0445,0.9942375,1.0505538163668138,0
O=C1OC(C)=CC1,12-3,A04,0.968,0.974,0.971,0.9942375,0.9766278178000729,0
C[C@]12[C@@]3(C)[C@]([H])([C@H](O)C[C@]1([H])[C@]1(C)[C@@]([H])([C@@H](O[C@]4([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@]4([H])[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4)C2)C(C)(C)[C@@H](O)CC1)[C@]([C@@](C)(O)CCC=C(C)C)([H])CC3,12-3,A05,0.982,0.982,0.982,0.9942375,0.9876915726876123,0
C/C=C1/[C@H](O[C@@]2([H])[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)OC=C(C(OC)=O)[C@H]1CC(OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](OCCC2=CC=C(O)C=C2)O1)=O,12-3,A06,0.976,0.978,0.977,0.9942375,0.9826625931932762,0
O=C1O[C@@H](CCCC)C2=C1C=CCC2,12-3,A07,0.994,0.994,0.994,0.9942375,0.999761123474019,0
O=C([C@@]12[C@@H](O)[C@H](O)[C@]3([H])[C@@]4(C)CC(=O)C(O)=C(C)[C@]4([H])C[C@]4([H])[C@]3([C@@]1([H])[C@@H](OC(/C=C(\C)C(C)C)=O)C(=O)O4)CO2)OC,12-3,A08,0.994,0.997,0.9955,0.9942375,1.00126981732232,0
O=C1O[C@@H]2OCC(O)[C@@H](O)[C@H]2OC2OC(C)C(OC(=O)CC(O)(C)CC(=O)O[C@@H]3[C@@H](O)[C@@H](O)[C@H](OC4C(OC5C(O)CC6(C)C7CC=C8C9C1(CCC(C)(C)C9)CCC8(C)C7(C)CCC6C5(C)CO)OC(CO)C(O)C4O)OC3)C(OC1OCC(O)C(O)C1O)C2O,12-3,A09,1.015,1.023,1.019,0.9942375,1.0249060209456995,0
O=C1C=C(C2=CC=C(O)C(OC)=C2)OC2=CC(OC)=CC(O)=C12,12-3,A10,1.04,1.055,1.0474999999999999,0.9942375,1.0535712040634153,0
COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)/C=C/c1ccc(O)cc1,12-3,A11,0.07,0.064,0.067,0.9942375,0.0673883252241039,1
CC1(C)[C@@]2([H])CC=C(C)[C@]1([H])C2,12-3,B02,0.982,1.004,0.993,0.9942375,0.9987553275751518,0
OC[C@]12[C@@H](OC(C)=O)[C@H](OC(/C(C)=C/C)=O)C(C)(C)C[C@@]1([H])C1=CC[C@@]3([H])[C@@](C)(CC[C@]4([H])[C@]3(C)CC[C@H](O[C@]3([H])O[C@H](C(O)=O)[C@@H](O[C@@]5([H])[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5)[C@H](O)[C@H]3O[C@@]3([H])[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)[C@]4(C)CO)[C@]1(C)C[C@H]2O,12-3,B03,1.013,1.024,1.0185,0.9942375,1.024403122996266,0
CC(OC[C@]12[C@@H](O)[C@H](OC(/C(C)=C/C)=O)C(C)(C)C[C@@]1([H])C1=CC[C@@]3([H])[C@@](C)(CC[C@]4([H])[C@]3(C)CC[C@H](O[C@]3([H])O[C@H](C(O)=O)[C@@H](O[C@@]5([H])[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5)[C@H](O)[C@H]3O[C@@]3([H])[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)[C@]4(C)CO)[C@]1(C)C[C@H]2O)=O,12-3,B04,0.997,1.004,1.0005,0.9942375,1.006298796816656,0
CC(OC[C@]12[C@@H](O)[C@H](OC(/C(C)=C\C)=O)C(C)(C)C[C@@]1([H])C1=CC[C@@]3([H])[C@@](C)(CC[C@]4([H])[C@]3(C)CC[C@H](O[C@]3([H])O[C@H](C(O)=O)[C@@H](O[C@@]5([H])[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5)[C@H](O)[C@H]3O[C@@]3([H])[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)[C@]4(C)CO)[C@]1(C)C[C@H]2O)=O,12-3,B05,0.984,0.978,0.981,0.9942375,0.9866857767887451,0
O[C@@]12C(=O)/C(C)=C\[C@H]3C(C)(C)[C@H]3CCC(=C)[C@H](O)[C@@]1([H])[C@@H](O)[C@@H](C)C2,12-3,B06,0.967,0.976,0.9715,0.9942375,0.9771307157495066,0
CC(O[C@@]12C(=O)/C(C)=C\[C@H]3C(C)(C)[C@H]3CCC(=C)[C@H](OC(C)=O)[C@@]1([H])[C@@H](OC(C1=CC=CC=C1)=O)[C@@H](C)C2)=O,12-3,B07,1.008,1.036,1.022,0.9942375,1.0279234086423013,0
O=C(C(C1=O)=C(O)[C@@H](N(C)C)[C@]2([H])[C@@H](O)[C@]3([H])[C@@H](C)C4=C(C(C3=C(O)[C@@]21O)=O)C(O)=CC=C4)N.Cl.[0.5H2O].[0.5C2H6O],12-3,B08,0.045,0.047,0.046,0.9942375,0.04626661134789223,1
O=C(C12CCC(C)C(C)C1C1=CCC3C(C)(CC(O)C4C3(C)CC(O)C(O)C4(C)CO)C1(C)CC2)OC1C(O)C(O)C(O)C(COC2C(O)C(O)C(OC3OC(C)C(O)C(O)C3O)C(CO)O2)O1,12-3,B09,0.977,0.983,0.98,0.9942375,0.985679980889878,0
CN1[C@H]2[C@@H](O)C[C@@H]1C[C@H](OC([C@@H](C1=CC=CC=C1)CO)=O)C2,12-3,B10,0.988,0.993,0.9904999999999999,0.9942375,0.9962408378279837,0
O=C([C@]12CCC(C)(C)C[C@@]1([H])C1=CC[C@@]3([H])[C@@](C)(CC[C@]4([H])[C@]3(C)C[C@H](O)[C@H](O[C@@]3([H])[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)C4(CO)CO)[C@]1(C)C[C@H]2O)O[C@@H]1OC[C@H](O)[C@H](O)[C@H]1O[C@]1([H])O[C@@H](C)[C@H](O[C@]2([H])OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,12-3,B11,1.008,1.017,1.0125,0.9942375,1.0183683476030627,0
O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](O[C@H]2CC[C@]3(C)[C@@]4([H])C[C@@H](O)[C@]5([H])[C@@H](C(C)(O)CCC=C(C)C)CC[C@@]5(C)[C@]4(C)CCC3C2(C)C)[C@@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1,12-3,C02,1.042,1.03,1.036,0.9942375,1.0420045512264424,0
C[C@]12[C@@]3(C)[C@]([H])([C@H](O)C[C@]1([H])[C@]1(C)[C@@]([H])(CC2)C(C)(C)[C@@H](O[C@@]2([H])[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)CC1)[C@@H](/C(C)=C\CC=C(C)C)CC3,12-3,C03,1.077,1.086,1.0815000000000001,0.9942375,1.0877682646249012,0
O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1OC1=CC(/C=C/C2=C(O)C=C(O[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)C=C2)=CC(O)=C1,12-3,C04,1.003,1.023,1.013,0.9942375,1.0188712455524962,0
